,age,workclass,fnlwgt,education,educational-num,marital-status,occupation,relationship,race,gender,capital-gain,capital-loss,hours-per-week,native-country,income
38234,23,3,636017,15,10,4,7,3,2,1,0,0,40,38,0
33032,64,5,178472,6,5,5,13,1,4,1,0,0,45,38,0
180,34,3,198613,12,14,4,3,3,4,1,4650,0,40,38,0
24510,36,3,137314,8,11,4,12,1,4,1,0,0,45,38,0
10339,33,3,513977,15,10,2,12,0,2,1,0,0,40,38,0
43551,40,3,111020,11,9,5,6,1,4,0,0,0,40,38,0
10035,40,3,202692,11,9,2,7,0,4,1,0,0,35,38,0
45369,38,3,160808,11,9,2,2,0,2,1,4386,0,48,38,0
8090,31,3,158144,15,10,4,0,1,4,0,0,0,40,38,0
39053,35,3,90406,1,7,2,11,5,4,0,0,0,40,38,0
34276,26,6,126327,7,12,4,0,4,2,0,0,0,40,38,0
19339,29,3,173652,15,10,4,0,3,4,0,0,0,40,38,0
29268,19,3,184207,15,10,4,11,1,4,1,0,0,40,38,0
41973,39,3,65738,12,14,4,7,1,4,0,0,0,32,38,0
13,58,3,299831,11,9,2,9,0,4,1,0,0,35,38,0
4251,59,5,172618,0,6,2,2,0,4,1,0,0,50,38,0
8494,53,3,308764,11,9,0,0,1,4,0,0,0,45,38,0
3674,24,3,165054,8,11,4,2,1,4,1,0,0,45,38,0
8721,62,3,188650,5,4,2,9,0,4,1,0,0,10,38,0
12387,33,3,374833,3,2,3,4,4,4,1,0,0,40,25,0
23931,43,3,112607,1,7,2,11,0,4,1,0,0,60,38,0
7671,49,3,167159,15,10,2,6,0,4,1,0,0,40,38,0
36429,42,1,227890,9,13,2,3,0,4,1,0,1485,40,38,0
43287,32,3,211751,8,11,0,7,4,2,0,0,0,40,38,0
26699,44,3,44006,8,11,0,13,1,4,1,0,0,40,38,0
38326,24,3,241185,11,9,4,11,1,4,0,0,0,48,38,0
41010,37,3,120590,11,9,2,2,0,4,1,0,0,45,38,1
48425,53,3,58985,15,10,2,9,5,4,0,0,0,24,38,0
41664,36,1,174640,8,11,4,10,1,2,0,0,0,60,38,1
4496,38,3,259972,11,9,2,6,0,4,1,0,0,40,38,0
46365,52,3,361875,15,10,0,3,1,4,0,0,0,50,38,0
5460,29,3,410351,7,12,2,2,0,4,1,0,0,43,38,0
47048,49,4,122066,15,10,0,11,1,4,1,0,0,25,38,0
30205,38,6,22245,10,16,2,9,0,4,1,0,0,45,38,1
32008,38,6,104280,10,16,2,9,0,4,1,0,0,55,38,1
13651,33,3,174463,11,9,4,2,3,4,1,0,0,35,38,0
34913,47,3,61885,9,13,2,9,0,4,1,15024,0,50,38,1
47525,40,3,100292,11,9,2,11,0,4,1,0,0,52,38,1
42930,26,3,190650,9,13,4,0,3,1,1,0,0,40,35,0
32575,34,3,205256,11,9,2,9,0,4,1,2885,0,80,38,0
30315,36,3,217077,11,9,2,11,0,4,1,0,0,50,38,0
10077,53,3,98659,6,5,2,2,0,4,1,0,0,44,38,0
47951,41,6,106900,12,14,2,9,0,4,1,7298,0,60,38,1
39257,58,3,97634,4,3,2,9,0,4,1,0,0,40,38,0
48349,21,3,145964,2,8,4,4,1,4,1,0,0,40,38,0
38835,21,3,322144,15,10,4,7,1,4,1,0,0,40,38,0
43521,38,3,125933,9,13,5,3,1,4,1,27828,0,45,38,1
11591,21,3,249271,15,10,4,2,3,4,1,0,0,40,38,0
1213,18,3,111019,0,6,4,7,3,4,1,0,0,24,38,0
21934,50,3,96586,8,11,2,7,0,4,1,0,0,40,38,0
16424,45,3,196584,8,11,4,9,1,4,0,0,1564,40,38,1
28325,39,3,237943,9,13,2,11,0,4,1,0,0,30,38,1
36430,29,3,107812,15,10,4,9,1,4,1,0,0,15,38,0
31373,18,3,400616,15,10,4,0,3,4,1,0,0,40,38,0
12429,51,3,209794,11,9,2,9,5,4,0,0,0,3,38,1
14311,28,3,230997,11,9,4,11,3,4,0,0,0,60,38,0
27753,34,1,230420,9,13,2,9,0,4,1,0,0,40,38,1
39511,48,0,100067,15,10,6,7,4,2,0,0,0,40,38,0
17381,68,3,140282,5,4,2,9,0,4,1,0,0,8,38,0
31884,40,3,116632,9,13,0,11,3,4,1,0,0,80,38,0
28980,39,3,196308,15,10,2,7,5,4,0,0,0,24,38,0
48504,31,3,181372,11,9,0,0,4,4,0,0,0,35,38,0
28101,49,1,110172,11,9,2,13,0,4,1,0,0,40,38,0
46944,27,3,59068,11,9,2,5,0,4,1,0,0,40,38,0
42096,53,3,177705,9,13,2,2,0,4,1,0,0,44,38,1
29547,40,1,370502,15,10,2,5,0,4,1,0,0,40,25,0
12831,35,3,301911,9,13,2,3,0,1,1,0,0,50,23,1
46093,35,4,187053,9,13,5,9,1,4,0,0,0,50,38,0
38269,70,3,184176,11,9,0,7,1,4,0,0,0,28,38,0
40810,48,3,176732,6,5,0,11,1,4,0,0,0,40,38,0
33230,23,3,87867,11,9,4,11,3,4,1,0,0,35,38,0
18491,39,3,179352,15,10,0,9,1,4,0,0,0,35,38,0
22303,51,1,319054,11,9,2,13,0,2,1,0,0,60,38,0
38037,25,3,456604,1,7,2,6,0,4,1,0,0,40,38,0
43855,59,3,304779,5,4,2,6,0,4,1,0,0,40,38,0
28863,31,3,193285,9,13,4,9,1,4,1,0,0,40,38,0
42429,49,1,159726,1,7,0,5,4,4,1,0,0,40,38,0
20046,55,3,171780,7,12,0,11,4,2,0,0,0,30,38,0
46124,36,3,214378,11,9,0,9,3,4,0,0,0,40,38,1
29762,21,6,173324,15,10,4,7,3,2,1,0,0,20,38,0
23443,42,0,284403,11,9,0,0,1,2,1,0,0,40,38,0
15981,32,3,259425,15,10,0,2,1,4,1,0,0,40,38,0
38774,59,3,131869,11,9,6,7,1,4,0,0,0,35,38,0
31020,48,4,369522,9,13,2,3,5,4,0,0,0,25,38,1
7020,52,3,42902,6,5,5,7,1,2,1,0,0,40,38,0
39128,42,3,173704,15,10,2,11,0,4,1,0,1887,50,38,1
3442,46,3,114222,8,11,0,3,1,4,1,0,0,40,38,0
631,52,3,166419,15,10,0,0,1,2,0,0,0,37,38,0
46191,38,0,65706,15,10,0,3,4,4,0,0,0,38,38,0
48742,24,3,284317,9,13,4,6,1,4,0,0,0,32,38,0
36367,38,3,273640,11,9,4,7,4,4,0,0,0,40,38,0
11247,34,3,329170,15,10,4,0,1,4,0,6849,0,70,38,0
600,54,3,174806,11,9,2,6,5,4,0,0,0,40,38,1
37963,25,3,324609,11,9,4,0,1,2,1,0,0,40,38,0
46768,61,3,142922,11,9,2,13,0,4,1,0,0,40,38,0
9545,52,3,187938,15,10,0,11,1,4,0,0,0,49,38,0
24822,42,1,188291,9,13,2,10,0,4,1,0,1902,40,38,1
39328,25,3,390316,6,5,2,2,0,4,1,0,0,40,25,0
47950,51,3,222615,11,9,2,6,0,4,1,0,0,40,38,1
7945,50,0,191013,11,9,5,11,2,0,0,0,0,40,38,0
40279,55,0,321333,15,10,2,0,0,4,1,0,0,40,38,1
28497,52,0,290856,9,13,2,9,0,4,1,0,0,40,38,1
17724,38,3,27997,8,11,0,2,1,4,1,0,0,40,38,0
44750,54,3,135388,11,9,2,2,0,4,1,5178,0,40,38,1
37554,28,3,129460,0,6,6,0,4,4,0,0,2238,35,38,0
27400,37,3,64922,9,13,5,7,1,4,1,0,0,70,8,0
35925,50,3,33304,11,9,2,2,0,4,1,0,0,40,38,1
4219,55,3,188382,15,10,2,6,0,4,1,0,0,48,38,1
25747,44,3,242861,11,9,2,13,0,4,1,0,0,40,38,0
16379,48,3,171095,7,12,0,3,4,4,0,0,0,40,8,0
17807,33,3,159322,11,9,0,7,4,4,1,0,0,40,38,0
13995,51,3,54465,8,11,0,9,1,4,0,0,0,48,38,0
32336,36,3,461337,15,10,2,0,5,4,0,0,0,40,38,0
18127,21,3,163665,15,10,4,9,3,4,0,0,0,40,38,0
9426,30,3,160594,9,13,4,3,1,4,1,0,0,50,38,0
8943,47,6,304512,12,14,0,3,1,4,1,0,0,50,38,1
42900,27,3,100168,5,4,2,7,5,4,0,0,0,40,38,0
35212,66,3,213477,5,4,0,9,1,4,1,0,0,10,38,0
29025,60,3,243829,12,14,0,9,1,4,0,0,0,50,38,0
17608,52,3,168381,11,9,6,7,4,1,0,0,0,40,18,1
38193,44,3,245317,15,10,2,2,0,4,1,0,0,56,38,1
904,26,3,290286,15,10,4,0,1,2,1,0,0,38,38,0
21905,21,3,216070,7,12,2,0,5,0,0,0,0,46,38,1
18349,37,3,86150,9,13,2,7,5,1,0,0,0,30,38,1
45519,41,3,187802,15,10,4,5,1,4,1,0,0,40,38,0
41831,40,3,133974,15,10,0,6,3,4,1,0,0,40,38,0
8957,54,0,72257,11,9,2,6,0,4,1,7688,0,40,38,1
17095,17,3,32607,0,6,4,4,3,4,1,0,0,20,38,0
35267,33,5,112952,15,10,4,2,3,4,1,0,0,48,38,0
13120,32,3,252168,15,10,4,7,1,2,1,0,0,35,38,0
3318,29,3,352451,11,9,4,6,4,2,0,0,0,40,38,0
38166,40,3,225660,9,13,2,3,5,4,0,0,0,45,38,1
157,22,3,537222,9,13,4,11,1,4,1,0,0,25,38,0
21379,39,4,114844,14,15,2,9,0,4,1,99999,0,65,38,1
4325,22,3,163519,15,10,4,5,3,4,1,0,0,25,38,0
38442,42,3,188808,9,13,0,0,4,4,1,0,0,30,38,0
34038,48,3,175653,7,12,0,9,1,4,0,14084,0,40,38,1
5073,27,3,309196,7,12,4,3,1,4,0,0,0,40,38,0
596,38,3,93140,11,9,5,6,4,2,0,0,0,28,38,0
31229,39,5,336793,12,14,2,2,0,4,1,0,0,55,38,1
8339,35,3,189922,8,11,2,12,0,4,1,0,0,52,38,1
13793,32,1,257849,11,9,2,13,0,4,1,0,0,40,38,0
31209,32,3,263908,9,13,2,9,0,4,1,0,0,40,38,0
5434,27,3,168347,11,9,5,9,4,2,0,0,0,40,38,0
20576,47,3,148724,11,9,2,11,0,2,1,0,0,40,38,0
22155,59,3,108496,15,10,0,2,1,4,1,2907,0,40,38,0
30139,37,3,51264,10,16,2,9,0,4,1,0,0,99,9,1
33517,23,3,173851,15,10,2,5,0,4,1,0,0,40,38,0
10444,35,3,210945,11,9,2,12,0,4,1,7298,0,38,38,1
1478,31,3,209101,9,13,2,3,0,4,1,0,0,50,38,1
42681,39,3,80638,15,10,2,7,0,1,1,0,0,84,38,1
21286,40,3,227236,11,9,2,11,0,4,1,0,0,50,38,0
10113,24,3,157332,8,11,0,12,1,4,0,0,0,40,38,0
11597,21,3,228649,11,9,4,2,3,4,1,0,0,40,38,0
7707,27,3,37359,9,13,4,9,1,4,1,0,0,40,38,0
43673,43,3,218309,9,13,0,11,1,4,0,0,0,50,38,0
308,42,4,212894,9,13,2,3,0,4,1,0,0,60,38,1
26674,47,5,199058,14,15,4,9,1,4,1,0,0,40,38,1
471,28,6,293628,12,14,0,9,1,4,1,0,0,10,38,0
40712,25,3,196771,11,9,4,5,1,4,1,0,0,65,38,0
27217,24,3,98287,11,9,2,11,0,4,1,0,0,50,38,0
30376,19,3,45766,15,10,4,5,1,4,1,0,0,45,38,0
38544,20,3,57898,2,8,4,4,3,4,1,0,0,40,38,0
26782,21,3,306850,11,9,4,13,3,4,1,0,0,40,38,0
23357,30,3,280927,9,13,4,0,1,4,0,0,0,40,38,0
9240,39,3,241998,11,9,4,2,1,4,1,0,0,40,38,0
29054,24,3,132327,15,10,3,11,4,3,0,0,0,30,6,0
41055,51,3,21698,11,9,4,0,1,4,0,0,0,40,38,0
48298,50,3,99476,12,14,0,9,1,4,0,0,0,35,38,0
45959,22,3,314525,9,13,4,9,1,4,1,0,0,40,38,0
5082,37,3,226500,9,13,2,11,0,4,1,0,0,55,38,1
37250,34,3,36385,12,14,4,9,1,4,1,0,2258,50,38,0
35680,39,4,163057,15,10,0,2,1,4,1,0,0,99,38,0
37516,32,3,241802,11,9,2,7,5,3,0,0,0,40,38,0
9565,62,3,261437,15,10,2,2,0,4,1,0,0,40,38,0
9687,78,1,87052,11,9,6,0,4,4,0,0,0,5,38,0
39543,45,3,34419,15,10,2,3,0,4,1,7298,0,40,38,1
41758,43,3,403276,11,9,2,2,0,4,1,0,0,40,38,0
27229,51,3,210736,0,6,3,2,2,4,1,0,0,40,38,0
1270,38,3,415578,0,6,2,2,0,4,1,0,0,40,38,1
31277,35,3,243409,15,10,2,13,0,4,1,0,0,40,10,0
17284,23,1,115244,9,13,4,9,3,4,0,0,0,60,38,0
24412,34,3,131552,11,9,4,7,3,4,0,0,0,40,38,0
45536,45,4,180239,14,15,2,3,0,1,1,7688,0,40,38,1
37149,61,3,253101,9,13,0,9,1,4,0,0,0,24,38,0
9806,25,3,294406,8,11,4,9,1,4,0,0,0,30,38,0
14381,39,3,101192,11,9,2,2,0,4,1,0,0,40,38,1
15644,29,3,109989,11,9,4,11,1,4,1,0,0,40,38,0
1339,35,3,190297,5,4,2,2,0,4,1,0,0,40,38,0
16026,23,3,204141,15,10,4,0,3,4,1,0,0,40,38,0
22949,38,3,262882,11,9,2,6,5,4,0,0,0,40,38,0
25889,40,3,103474,11,9,2,11,5,4,0,0,0,30,38,0
15016,52,5,155278,0,6,2,3,0,4,1,0,0,40,38,0
29080,52,3,286342,11,9,0,6,1,4,0,0,0,38,38,0
18376,49,3,168211,15,10,2,2,0,4,1,0,1485,40,38,1
8620,27,3,153288,15,10,2,13,0,4,1,0,0,40,38,0
22476,21,3,337766,15,10,2,0,0,4,1,0,0,40,38,0
36192,26,3,314798,11,9,4,0,1,4,1,0,0,50,38,0
35218,21,3,136610,2,8,4,5,3,4,1,0,0,32,38,0
5401,41,5,201908,15,10,2,2,0,4,1,0,0,40,38,0
15101,40,4,248476,14,15,2,9,0,4,1,0,0,50,38,1
96,25,3,235218,9,13,4,3,3,4,0,0,0,40,38,0
14573,22,3,140414,15,10,4,9,3,4,1,0,0,40,38,0
42447,57,0,313929,15,10,2,9,0,0,1,0,0,40,38,0
36357,43,3,163455,11,9,2,2,0,4,1,0,0,40,38,1
4913,36,3,34364,7,12,5,12,1,4,0,0,0,3,38,0
41416,40,3,46990,10,16,2,9,5,4,0,0,1977,20,38,1
32163,42,3,42346,11,9,6,3,1,2,0,0,0,35,38,0
16188,41,3,145522,9,13,4,9,1,4,0,0,0,45,38,0
17737,25,3,221757,11,9,0,2,1,4,1,3325,0,45,38,0
36150,32,3,182714,11,9,4,11,1,4,0,0,0,45,38,0
35535,50,1,425804,9,13,0,3,1,4,0,0,0,40,38,1
1771,20,3,74631,6,5,4,7,3,4,0,0,0,40,38,0
33778,52,3,115851,11,9,2,2,0,4,1,0,0,40,38,0
41601,32,3,419691,2,8,2,11,0,4,1,0,0,40,38,1
46330,56,0,187873,12,14,0,0,4,4,0,0,0,40,38,0
33195,30,0,314310,9,13,2,9,0,4,1,0,0,40,38,1
35277,58,3,199278,9,13,0,3,1,4,1,0,0,38,38,0
3349,61,3,194956,11,9,2,6,0,4,1,0,0,40,38,1
34755,20,3,129240,15,10,4,0,3,4,0,0,0,20,38,0
40099,69,3,262352,15,10,2,9,0,4,1,0,0,32,38,0
18461,36,3,393673,7,12,2,3,5,4,0,0,0,50,38,1
26725,63,4,80572,9,13,2,4,0,4,1,0,0,40,38,1
38907,39,3,122032,8,11,4,6,1,4,1,0,0,40,38,0
47512,48,3,197683,15,10,2,11,0,2,1,0,0,40,38,1
39777,45,3,165937,11,9,0,13,3,4,1,0,0,60,38,0
23361,18,3,74054,1,7,4,11,3,3,0,0,0,20,38,0
11119,60,6,113544,9,13,2,3,0,4,1,0,0,50,38,1
1491,24,3,320615,11,9,4,11,3,4,1,0,2205,40,38,0
45237,35,3,101509,15,10,0,3,1,4,0,0,0,40,38,0
3113,48,3,131762,11,9,4,7,1,4,0,0,0,30,38,0
29131,26,3,133766,11,9,2,4,0,4,1,0,0,70,38,0
47417,40,1,333530,12,14,2,9,5,4,0,0,0,40,38,1
24989,30,1,233993,9,13,4,9,3,4,0,0,0,15,38,0
39441,40,3,291808,11,9,0,10,1,2,0,0,0,40,38,0
16985,46,3,295566,10,16,0,9,4,4,0,25236,0,65,38,1
14403,29,3,197382,1,7,4,2,1,4,1,0,0,45,38,0
11821,24,3,360077,1,7,4,9,3,4,1,0,0,40,38,1
47519,27,3,376150,15,10,3,11,1,4,0,0,0,25,38,0
45254,46,6,363875,15,10,0,10,4,0,0,0,0,40,38,0
30401,40,3,105794,14,15,4,9,1,4,0,14084,0,50,38,1
27834,30,6,234824,11,9,2,7,5,4,0,0,0,72,38,0
17128,37,3,86551,9,13,2,3,0,4,1,0,0,45,38,1
19855,68,6,235882,10,16,2,9,0,4,1,0,2377,60,38,1
37109,57,3,96779,4,3,2,2,0,4,1,0,0,40,38,0
3835,65,3,115922,1,7,0,5,1,4,1,0,0,24,38,0
14747,20,3,201729,15,10,4,10,3,4,1,0,0,33,38,0
20635,53,0,199720,10,16,2,9,0,4,1,15024,0,60,10,1
285,41,3,171234,15,10,4,6,1,4,0,0,0,48,38,0
16158,46,3,185041,15,10,2,3,0,4,1,0,1902,50,38,1
42355,47,4,120131,9,13,2,3,0,4,1,0,0,50,4,1
16079,50,3,104280,15,10,2,7,0,4,1,0,0,40,38,1
20665,27,3,181667,11,9,2,6,0,4,1,5013,0,46,1,0
26690,39,3,286789,9,13,2,3,0,4,1,0,0,40,38,1
447,27,3,95108,9,13,4,9,1,4,1,0,0,40,38,0
4291,40,3,125461,11,9,2,5,0,4,1,0,0,40,38,0
33153,36,3,114988,11,9,4,7,1,4,0,0,0,40,38,0
27088,54,3,111469,15,10,0,3,1,4,0,0,0,40,38,0
18321,23,3,194102,9,13,4,3,4,4,1,0,0,40,38,0
31769,43,3,55395,15,10,2,2,0,4,1,0,0,40,38,0
8246,72,3,272425,11,9,2,9,0,4,1,3818,0,4,38,0
31329,20,3,216811,15,10,4,11,3,4,0,0,0,40,38,0
26919,18,3,186909,15,10,4,7,3,4,0,0,0,16,38,0
25400,28,3,103389,12,14,0,11,3,4,0,0,0,40,38,0
26403,50,1,259377,12,14,2,9,5,4,0,15024,0,40,38,1
10398,54,3,229375,15,10,6,11,4,4,0,0,0,40,38,0
27510,32,3,244147,9,13,4,9,1,4,1,0,1876,50,38,0
33648,48,3,141511,12,14,2,3,0,4,1,0,0,40,38,1
35560,32,3,190784,15,10,0,6,4,0,1,0,0,40,38,0
34456,56,3,102106,11,9,2,5,0,4,1,0,0,40,38,0
39839,26,3,208326,11,9,2,3,0,4,1,3942,0,45,38,0
38128,19,3,249147,11,9,4,9,3,4,1,0,0,30,38,0
24422,19,3,269657,15,10,4,11,1,4,0,0,0,35,38,0
4737,36,3,103925,9,13,4,9,1,4,0,0,0,45,10,0
33176,58,6,40925,9,13,2,3,0,4,1,0,0,40,38,0
35189,55,3,284095,11,9,0,11,1,4,0,0,0,37,38,0
7049,43,3,43533,4,3,5,7,2,4,0,0,0,40,7,0
12001,26,3,157708,15,10,4,0,1,4,0,0,0,40,38,0
204,50,3,175029,8,11,2,9,0,4,1,0,0,40,38,1
31715,29,3,286452,7,12,0,11,4,4,0,3418,0,40,38,0
21779,43,3,131435,9,13,0,7,1,4,0,0,0,40,38,0
26779,74,5,119129,11,9,2,11,0,4,1,0,2149,20,38,0
29897,37,4,163998,7,12,2,11,0,4,1,0,0,50,38,1
9981,50,4,82578,9,13,2,3,0,4,1,0,0,40,38,1
10277,32,5,176185,9,13,2,12,0,4,1,7298,0,40,23,1
1562,57,1,167457,5,4,0,3,4,4,0,0,0,40,38,0
40876,28,3,113870,11,9,4,0,1,4,1,0,0,40,38,0
46465,25,3,312157,15,10,4,9,1,4,0,0,0,40,38,0
32895,49,5,51620,10,16,2,9,0,4,1,0,0,60,38,0
32460,19,3,119234,15,10,4,9,2,4,0,0,0,15,38,0
20716,40,3,341539,15,10,0,9,1,4,0,0,0,30,38,0
32062,37,3,167482,0,6,4,2,3,4,1,0,0,35,38,0
1968,20,3,133061,15,10,4,13,2,4,1,0,0,40,38,0
29976,50,3,205803,12,14,2,11,0,4,1,15024,0,40,38,1
7350,30,3,111567,11,9,4,2,3,4,1,0,0,48,38,0
38809,30,3,329425,11,9,2,2,0,4,1,0,0,40,38,0
23633,18,3,192399,15,10,4,9,3,4,1,0,0,60,38,0
8410,67,1,330144,8,11,2,10,0,4,1,0,0,18,38,0
28372,20,3,216563,15,10,4,7,3,4,0,0,0,20,38,0
18235,66,3,263637,0,6,2,10,0,4,1,0,0,40,38,0
13497,30,3,342730,11,9,4,9,1,4,1,0,0,35,38,0
18367,51,4,208302,7,12,2,11,0,4,1,0,0,38,38,1
20825,22,3,186452,0,6,4,2,1,4,1,0,0,30,38,0
27141,38,3,107302,15,10,2,11,0,4,1,0,0,60,38,1
13114,28,3,90928,8,11,4,3,1,4,0,0,0,40,38,0
32326,28,4,32922,8,11,4,11,1,4,1,0,0,60,38,0
26680,46,3,182533,9,13,4,0,4,1,0,0,0,40,29,0
41345,37,1,105266,15,10,2,13,0,4,1,0,0,40,38,0
3922,45,1,375606,9,13,2,3,0,4,1,0,0,40,38,1
33267,34,3,376979,6,5,4,2,1,4,1,0,0,40,38,0
24695,45,3,81132,15,10,2,2,2,1,1,0,0,40,29,0
21315,50,5,175456,11,9,2,4,0,4,1,0,0,50,38,0
32306,38,5,93206,9,13,2,3,0,1,1,0,1902,65,38,1
47142,26,3,134945,11,9,4,6,2,4,1,0,0,40,38,0
30944,30,5,180859,15,10,4,2,3,4,1,0,0,8,38,0
4149,26,3,116991,11,9,4,4,1,4,1,0,0,40,38,0
31407,25,3,241025,9,13,4,7,3,4,1,0,0,18,38,0
31917,50,3,172511,15,10,2,2,0,4,1,0,0,40,38,1
86,20,0,244689,1,7,4,7,3,4,0,0,0,10,38,0
36530,80,3,252466,8,11,2,2,0,4,1,0,0,24,38,0
35044,48,0,435503,12,14,2,9,0,4,1,0,0,40,38,1
5273,19,3,144793,1,7,4,6,3,4,1,0,0,40,38,0
9633,51,5,421132,15,10,2,2,0,4,1,0,0,40,38,0
39977,29,3,307812,11,9,2,2,0,4,1,0,0,60,38,0
36858,40,1,179580,11,9,2,0,5,4,0,0,0,40,38,0
23787,32,3,400535,11,9,2,2,0,4,1,3781,0,40,38,0
48181,37,3,271013,11,9,0,5,1,4,1,0,0,40,38,0
35625,25,5,72338,11,9,4,11,4,1,0,0,0,40,38,0
14764,30,3,126364,11,9,2,0,0,4,1,0,0,45,38,0
23623,37,3,213841,15,10,2,2,0,4,1,0,0,50,38,1
45627,48,3,498328,0,6,2,13,0,2,1,0,0,40,38,0
44412,19,3,105908,11,9,4,5,2,4,1,0,0,70,38,0
34914,36,5,182898,9,13,2,3,0,4,1,7298,0,40,38,1
30986,54,3,284952,0,6,5,11,4,4,0,0,0,43,21,0
6690,55,3,140063,11,9,0,0,1,4,0,0,0,40,38,0
20839,67,6,423561,15,10,2,13,0,4,1,0,0,40,38,0
24106,70,3,220589,15,10,6,3,1,4,0,0,0,12,38,0
2715,26,3,156848,9,13,4,11,3,4,1,0,0,40,38,0
24307,42,3,37937,9,13,2,3,0,4,1,0,0,55,38,1
39538,60,5,96073,11,9,2,2,0,4,1,0,0,30,38,0
45722,61,3,316359,15,10,0,11,1,4,0,0,0,40,38,0
22982,56,3,413373,5,4,2,13,0,4,1,0,0,36,38,0
32768,27,3,205145,11,9,2,6,0,4,1,0,0,40,38,0
41602,66,3,212759,9,13,2,9,0,4,1,6767,0,20,38,0
28868,25,3,155320,9,13,4,3,3,4,1,0,0,45,38,0
35237,21,3,399022,11,9,4,4,3,4,1,0,0,24,38,0
41022,25,5,259299,15,10,2,2,0,4,1,3103,0,50,38,1
44664,50,3,462966,0,6,2,7,0,4,1,0,0,8,7,0
24330,39,3,191002,11,9,4,11,1,4,0,0,0,40,30,0
44875,26,4,189502,9,13,2,11,0,4,1,0,0,80,38,1
40500,45,5,34446,11,9,2,13,0,4,1,0,0,50,38,0
14398,19,3,318822,11,9,4,0,1,4,0,0,0,40,38,0
47315,34,6,44464,10,16,4,9,1,4,0,0,0,60,38,0
464,45,6,226452,11,9,2,7,0,4,1,0,0,40,38,0
15922,19,3,264767,11,9,4,9,3,4,1,0,0,40,38,0
3622,22,1,200109,9,13,4,9,3,4,0,0,0,15,38,0
23367,19,3,183041,11,9,4,7,3,4,1,0,0,20,38,0
12422,73,3,132256,9,13,6,9,4,4,0,0,0,7,38,0
37968,56,1,129762,15,10,0,0,1,4,0,0,0,35,38,0
46461,37,3,89718,15,10,2,13,0,4,1,0,0,45,38,0
48720,23,3,190273,9,13,4,9,3,4,1,0,0,40,38,0
30434,36,3,100681,15,10,4,0,1,4,1,2463,0,40,38,0
9572,54,3,259323,15,10,2,9,0,4,1,0,0,40,38,1
14326,43,3,147510,9,13,0,9,4,4,1,0,0,40,38,0
22909,49,3,123584,1,7,2,13,0,4,1,0,0,75,38,0
8765,52,3,161482,15,10,0,0,1,4,0,0,0,40,38,0
43822,33,3,155343,11,9,4,6,4,4,1,0,0,40,38,0
3200,23,3,170456,15,10,4,9,3,4,1,0,0,5,38,0
19761,59,3,146391,8,11,2,12,0,4,1,7298,0,40,38,1
37658,57,3,173580,15,10,6,6,4,4,0,0,0,40,38,0
5014,27,6,41115,15,10,2,2,0,2,1,0,0,40,38,0
20483,59,3,193895,11,9,0,3,1,4,0,0,0,40,38,0
48517,26,3,323044,15,10,2,3,0,4,1,0,0,45,10,1
39197,59,3,169133,11,9,2,2,0,4,1,0,0,45,38,0
28781,60,3,160339,15,10,2,2,0,4,1,0,0,40,3,0
16730,17,3,258872,1,7,4,9,3,4,0,0,0,5,38,0
37798,31,3,288566,9,13,2,12,0,4,1,0,0,43,38,1
14499,52,3,229375,11,9,0,0,1,4,0,0,0,40,38,0
46288,38,6,462832,15,10,2,3,5,2,0,0,0,40,37,0
28729,29,3,114982,9,13,2,12,0,4,1,0,0,40,38,1
46711,29,1,115305,8,11,2,10,0,4,1,7688,0,40,38,1
33789,43,3,131899,9,13,2,3,0,4,1,0,0,40,38,1
9172,25,5,55048,11,9,4,2,3,4,1,0,0,36,38,0
46784,43,3,87284,15,10,4,5,1,4,1,0,0,40,38,0
27393,33,3,96128,1,7,4,2,3,4,1,0,0,40,38,0
27148,34,3,234386,7,12,0,2,1,4,1,0,0,50,38,0
34238,68,1,242095,9,13,2,3,0,4,1,20051,0,40,38,1
17841,18,3,208447,2,8,4,5,3,4,1,0,0,6,38,0
18111,21,6,142766,15,10,4,7,3,4,1,0,0,10,38,0
17471,51,3,239155,8,11,0,7,1,4,1,0,0,40,38,0
29924,30,0,423064,11,9,5,0,2,2,1,0,0,35,38,0
6118,40,1,208875,12,14,0,9,1,4,0,0,0,50,38,0
17496,63,3,150389,9,13,6,9,1,4,0,0,0,40,38,1
20928,33,3,343925,11,9,4,5,1,2,1,0,0,40,22,0
27085,20,3,266525,15,10,4,9,2,2,0,594,0,20,38,0
3876,41,3,184583,15,10,0,7,4,4,1,0,0,59,38,0
43567,29,5,85572,1,7,2,7,5,4,0,0,0,5,38,0
40932,42,3,139126,15,10,2,12,0,4,1,0,0,40,38,1
1303,21,3,77572,11,9,4,5,1,1,0,0,0,34,34,0
20186,56,3,201822,5,4,2,5,0,4,1,0,2002,40,38,0
35767,47,3,205730,11,9,2,2,0,4,1,0,0,56,38,1
15558,29,3,163167,9,13,2,11,0,4,1,0,0,55,38,1
2650,27,3,95708,1,7,0,9,1,1,1,0,0,40,38,0
24851,45,3,102147,11,9,2,2,0,4,1,0,0,40,38,0
6686,61,3,161472,11,9,2,2,0,4,1,0,0,40,38,1
39670,39,3,177277,11,9,2,6,0,4,1,0,0,45,38,1
6346,32,3,312667,9,13,3,3,1,4,1,2174,0,55,38,0
22288,50,3,100109,9,13,0,3,4,4,1,0,0,45,38,1
